transaction_id,order_id,order_line_number,order_date,order_year,order_month,order_month_name,order_quarter,order_day_of_week,ship_date,delivery_date,customer_id,customer_full_name,customer_first_name,customer_last_name,customer_email,customer_phone,customer_city,customer_state,customer_zip,customer_region,customer_segment,customer_gender,customer_age,customer_age_group,product_id,product_name,sku,brand,category,sub_category,department,quantity_ordered,unit_list_price,discount_pct,unit_selling_price,line_total_before_tax,tax_rate_pct,tax_amount,line_total_with_tax,store_id,store_name,store_city,store_state,store_region,store_type,employee_id,employee_name,employee_job_title,promo_id,promo_name,sales_channel,payment_method,shipping_method,order_status,is_returned,cost_price,gross_profit,data_source,record_created_ts,last_modified_ts
TXN-10004188-11147,10004188,3,"Jul 27, 2022",2022,7,July,Q3,Wednesday,"Aug 01, 2022",2022-08-08,1375,Ms. Emily Cooper,Emily,cooper,emily_cooper772@@@hotmail.com,842.785.1349,New York,New York,33513,Northeast,Silver,Other,25,18-25,2005,Mechanical Gaming Keyboard,SKU-2005-4228,GameGear,Electronics,PERIPHERALS,Technology,1,89.99,49.0,45.89,$45.89,8.0,3.67,49.56,3017,Parkway Express,Fresno,California,West,Pop-Up,4044,Joshua Jackson,Regional Manager,5019,No Promo,Web,paypal,Free Shipping,processing,TRUE,$53.87,-7.98,erp,2022-07-27 00:00:00,2022-07-28 00:00:00
TXN-10000398-1075,10000398,2,2021-12-03,2021,12,December,Q4,Friday,2021/12/11,2021/12/15,1556,Pamela Moore,Pamela,Moore,pamela.moore739@hotmail.com,386.222.2538,Indianapolis,Indiana,34759,Midwest,Silver,Other,44,36-50,2054,Stapler Heavy Duty,SKU-2054-5278,BindRight,office,Accessories,Books & Office,1,$19.99,46.0,10.79,$10.79,10.0,1.08,11.87,3025,Downtown Hub Pop-Up,Colorado Springs,CO,West,Outlet,4090,Jennifer Bennett,Sales Manager,5007,Black Friday,Phone,Bank Transfer,Free Ship,Delivered,Yes,$8.54,2.25,pos,2021-12-03 00:00:00,2021-12-04 00:00:00
TXN-10007347-19689,10007347,1,12/10/2021,2021,12,December,Q4,Friday,22/12/2021,25-12-2021,1040,Ms. Barbara Kelly,Barbara,Kelly,barbara_kelly711@outlook.com,(662) 376-8292,Kansas City,MO,18511,Midwest,Platinum,M,63,51-65,2053,Desk Organizer Bamboo,SKU-2053-5558,OfficePro,Office,ACCESSORIES,Books & Office,1,24.99,36.0,15.99,15.99,9.0,1.44,17.43,3014,Highland Express,Columbus,OH,MIDWEST,Express,4021,Katherine Wilson,Sales Associate,5018,Loyalty Reward,ONLINE,bnpl,standard shipping,PROCESSING,1,$10.20,5.79,web,2021-12-10 00:00:00,
TXN-10003160-8399,10003160,4,2021-05-28,2021,5,May,Q2,Friday,06/03/2021,06/13/2021,1407,Alexander Mitchell,Alexander,Mitchell,alexandermitchell@protonmail.com,(366) 415-2533,Sacramento,CA,86923,West,Bronze,,29,26-35,2001,Wireless Bluetooth Headphones,SKU-2001-7938,SoundPro,Electronics,Audio,Technology,3,$149.99,39.0,$91.49,$274.47,6.0,$16.47,290.94,3012,South Park Pop-Up,Portland,OR,west,Flagship,4088,Kevin Carter,Sales Consultant,5017,  Bundle Deal ,Mobile,bnpl,Free Ship,CANCELLED,FALSE,200.73,73.74,Manual,2021-05-28 00:00:00,2021-06-02 00:00:00
TXN-10000343-905,10000343,2,17/10/2023,2023,10,October,Q4,Tuesday,24-10-2023,11/02/2023,1540,Christopher James,Christopher,James,christopherjames@mail.com,335-972-5811,COLUMBUS,OH,56128,Midwest,Bronze,FEMALE,61,51-65,2051,Hardcover Notebook A5,SKU-2051-9972,PaperCraft,Office,Stationery,Books & Office,1,12.99,39.0,$7.92,7.92,10.0,0.79,8.71,3004,City Center Express,Fresno,CA,West,Express,4080,Frank Wright,Senior Sales Associate,5017,Bundle Deal,Online,PAYPAL,Pickup,Processing,N,5.72,2.20,ERP,2023-10-17 00:00:00,
TXN-10006104-16363,10006104,2,"Dec 02, 2023",2023,12,December,Q4,Saturday,2023/12/03,"Dec 10, 2023",9879,Deborah King,Dborah,  King ,deborah_king@ahoo.com,  +19806628015,  Las Vegas,Neada,51419,West,Silver,Other,33,26-35,2019,Gym Gloves Workout,SKU-2019-9734,FlexFit,Clothing,Accessories,Apparel & Sports,1,19.99,0.0,19.99,19.99,5.0,$1.00,20.99,3004,City Center Express,Fresno,CA,West,Express,4089,Mark Richardson,Sales Manager,,  No Promo ,Mobile,Google Pay,Express Shipping,Returned,No,$7.40,12.59,Web,2023-12-02 00:00:00,2023-12-04 00:00:00
TXN-10001198-3196,10001198,2,10-02-2024,2024,2,February,Q1,Saturday,14-02-2024,2024-02-19,1132,Richard Gutierrez,Richard,GUTIERREZ,richard.gutierrez342@gmail.com,9635191368,DALLAS,TX,46261,South,Platinum,,47,36-50,2034,Camping Tent 4-Person,SKU-2034-5579,WildCamp,Sports,  Camping ,Fitness & Outdoors,2,$189.99,44.0,106.39,212.78,5.0,10.64,223.42,3025,Downtown Hub Pop-Up,Colorado Springs,CO,West,Outlet,4032,Dennis Bailey,Store Manager,5026,Weekend Deal,Catalog,Buy Now Pay Later,Express Shipping,SHIPPED,Y,194.62,18.16,Web,2024-02-10 00:00:00,2024-02-11 00:00:00
TXN-10001803-4771,10001803,4,19-02-2024,2024,2,February,Q1,Monday,2024-02-21,29/02/2024,1015,Prof. Diane Lee,Diane,Lee,dianelee@gmail.com,,San Antonio,Texas,93307,South,Silver,Female,48,36-50,2026,Cutting Board Set Bamboo,SKU-2026-1154,NaturalChef,kitchen,Utensils,Home & Garden,3,$29.99,0.0,29.99,89.97,6.0,$5.40,$95.37,3045,Downtown Hub Flagship,Dallas,TX,South,Pop-Up,4015,Anthony Reed,Sales Associate,,No Promo,Online,PayPal,Same Day Delivery,SHIPPED,Yes,43.77,46.20,ERP,2024-02-19 00:00:00,2024-02-22 00:00:00
TXN-10004571-12205,10004571,2,25/05/2021,2021,5,May,Q2,Tuesday,"June 08, 2021",15/06/2021,1586,Rachel Scott,Rachel,scott,rachel.scott107@gmail.com,,San Antonio,TX,31174,South,Platinum,Female,61,51-65,2030,Stand Mixer 5 Quart,SKU-2030-4078,BakePro,Kitchen,Appliances,Home & Garden,2,349.99,18.0,286.99,$573.98,8.0,$45.92,$619.90,3031,Midtown Standard,Tucson,Arizona,West,Flagship,4012,Steven Hall,Senior Sales Associate,5024,No Promo,online,CREDIT CARD,Free Shipping,shipped,1,$342.58,231.40,erp,2021-05-25 00:00:00,2021-05-25 00:00:00
TXN-10000667-1810,10000667,2,"Nov 13, 2020",2020,11,November,Q4,Friday,"Nov 19, 2020",29/11/2020,1213,Shirley Wood,Shirley,Wood,shirleywood92@mail.com,(576) 211-2966,Raleigh,NC,76813,South,Bronze,Prefer not to say,59,51-65,2034,Camping Tent 4-Person,SKU-2034-5579,WildCamp,Sports,  Camping ,Fitness & Outdoors,1,189.99,22.0,148.19,148.19,8.0,$11.86,160.05,3030,Riverside Pop-Up,Milwaukee,Wisconsin,  Midwest ,Express,4080,Frank Wright,Senior Sales Associate,5027,Weekend Deal,ONLINE,CREDIT CARD,Overnight,DELIVERED,TRUE,97.31,$50.88,Manual,2020-11-13 00:00:00,2020-11-17 00:00:00
TXN-10003529-9364,10003529,5,03/26/2023,2023,3,March,Q1,Sunday,,31-03-2023,1351,Mary Anderson,Mary,anderson,,+13642935419,Cleveland,Ohio,89902,Midwest,Gold,non-binary,37,36-50,2017,Sports Backpack 30L,SKU-2017-5600,PackPro,bags,Backpacks,Apparel & Sports,10,$54.99,40.0,32.99,329.90,10.0,$32.99,362.89,3024,Lakefront Outlet,San Antonio,TX,South,Pop-Up,4073,Jennifer Martin,Sales Representative,5013,Holiday Special,IN STORE,Gift Card,Pickup,cancelled,1,202.80,127.10,pos,2023-03-26 00:00:00,2023-03-28 00:00:00
TXN-10001246-3334,10001246,1,12/11/2020,2020,12,December,Q4,Friday,"December 14, 2020",23/12/2020,1315,Ms. Laura Rodriguez,Laura,Rodriguez,laurarodriguez613@mail.com,605.420.8407,los angeles,California,63364,West,Silver,Other,49,36-50,2032,Resistance Bands Set 5-Pack,SKU-2032-9326,StrongBand,Sports,Exercise,Fitness & Outdoors,1,24.99,22.0,19.49,19.49,6.0,1.17,20.66,3038,Midtown Express,Tucson,Arizona,West,Standard,4091,Laura Robinson,Customer Advisor,5027,Weekend Deal,mobile,BNPL,Free Ship,DELIVERED,N,12.53,6.96,crm,2020-12-11 00:00:00,
TXN-10007212-19335,10007212,1,2022/12/08,2022,12,December,Q4,Thursday,09-12-2022,"December 18, 2022",1285,Heather Moore,Heather,Moore,heather_moore371@gmail.com,279-861-4769,Oklahoma City,Oklahoma,22170,South,Gold,Prefer not to say,47,36-50,2022,Coffee Maker 12-Cup,SKU-2022-5885,BrewMaster,Kitchen,appliances,Home & Garden,1,$79.99,38.0,49.59,$49.59,5.0,$2.48,52.07,3023,Midtown Outlet,Indianapolis,IN,Midwest,Outlet,4059,Jacob Foster,Store Manager,5028,Winter Clearance,PHONE,paypal,standard shipping,Cancelled,FALSE,37.88,11.71,Web,2022-12-08 00:00:00,
TXN-10004353-11604,10004353,1,05/15/2022,2022,5,May,Q2,Sunday,21/05/2022,2022-05-24,1010,Emily Hall,Emily,Hall,emilyhall@mail.com,(245) 925-8144,Sacramento,CA,97900,West,Silver,female,59,51-65,2027,Instant Pot 8 Quart,SKU-2027-4461,PressurePlus,Kitchen,Appliances,Home & Garden,2,$129.99,37.0,81.89,163.78,9.0,$14.74,$178.52,3018,Midtown Express,Charlotte,NC,South,Outlet,4020,Maria Thomas,Senior Sales Associate,5023,Flash Sale,ONLINE,Cash,Pickup,Returned,1,102.56,$61.22,POS,2022-05-15 00:00:00,
TXN-10005733-15383,10005733,3,02/02/2024,2024,2,February,Q1,Friday,16-02-2024,2024/02/19,1273,Christopher Morgan,christopher,Morgan,christopher_morgan@aol.com,(990) 904-5051,Charlotte,NC,27195,South,Platinum,Non-Binary,40,36-50,2012,Women's Yoga Pants,SKU-2012-5183,FlexFit,Clothing,Activewear,Apparel & Sports,3,$49.99,23.0,$38.49,115.47,6.0,6.93,$122.40,3022,North Gate Flagship,Oklahoma City,OK,South,Flagship,4040,Nancy Brooks,Sales Representative,5002,Winter Clearance,Catalog,debit card,In-Store Pickup,Shipped,Yes,,60.84,CRM,2024-02-02 00:00:00,2024-02-06 00:00:00
TXN-10002242-5952,10002242,3,03/31/2022,2022,3,March,Q1,Thursday,2022/04/11,2022/04/18,1198,Emma Flores,Emma,Flores,emmaflores@aol.com,+15559175873,  Fort Worth ,Texas,66633,South,Silver,F,58,51-65,2048,Face Wash Gentle Cleanser,SKU-2048-1450,GlowSkin,Beauty,Skincare,Health & Beauty,1,12.99,36.0,8.31,$8.31,9.0,$0.75,$9.06,3049,Downtown Hub Flagship,Louisville,KY,South,Flagship,4047,Brian Ruiz,Sales Representative,5018,Loyalty Reward,catalog,Credit Card,Pickup,delivered,0,6.66,1.65,CRM,2022-03-31 00:00:00,2022-04-04 00:00:00
TXN-10000658-1783,10000658,4,26-02-2024,2024,2,February,Q1,Monday,2024-03-11,12/03/2024,1077,Daniel Price,Daniel,Price,daniel.price187@outlook.com,(708) 344-6425,Cleveland,Ohio,21629,Midwest,Platinum,Prefer not to say,51,51-65,2025,Blender High Performance,SKU-2025-9530,BlendPro,Kitchen,Appliances,Home & Garden,3,129.99,23.0,100.09,300.27,9.0,27.02,327.29,3028,City Center Flagship,Boston,MA,Northeast,Standard,4030,Raymond Watson,Customer Advisor,5006,No Promo,ONLINE,CASH,Pickup,shipped,N,147.63,152.64,pos,2024-02-26 00:00:00,
TXN-10004073-10830,10004073,1,04-01-2020,2020,1,January,Q1,Saturday,2020-01-12,"January 16, 2020",1546,Prof. Joyce Nguyen,JOYCE,Nguyen,joyce_nguyen@protonmail.com,+19758222168,Seattle,Washington,41312,West,Silver,Prefer not to say,42,36-50,2008,Smartwatch Fitness Tracker,SKU-2008-6735,FitTech,electronics,Wearables,Technology,2,199.99,0.0,199.99,399.98,5.0,20.00,$419.98,3017,Parkway Express,Fresno,California,West,Pop-Up,4084,Donna Evans,Customer Advisor,,No Promo,ONLINE,Google Pay,Standard Shipping,CANCELLED,1,183.40,,crm,2020-01-04 00:00:00,2020-01-08 00:00:00
TXN-10003268-8647,10003268,3,2024/07/17,2024,7,July,Q3,Wednesday,31-07-2024,2024/08/06,1273,Christopher Morgan,christopher,Morgan,christopher_morgan@aol.com,(990) 904-5051,Charlotte,NC,27195,South,Platinum,Non-Binary,40,36-50,2005,Mechanical Gaming Keyboard,SKU-2005-4228,GameGear,Electronics,PERIPHERALS,Technology,2,89.99,18.0,73.79,147.58,9.0,$13.28,160.86,3033,Riverside Express,Tucson,AZ,West,Outlet,4005,Stephen Mitchell,Customer Advisor,5024,No Promo,mobile,PAYPAL,Express,pending,TRUE,107.74,39.84,POS,2024-07-17 00:00:00,2024-07-22 00:00:00
TXN-10003125-8324,10003125,1,"June 08, 2023",2023,6,June,Q2,Thursday,"Jun 19, 2023",21-06-2023,1165,Scott Jimenez,Scott,Jimenez,scott.jimenez994@protonmail.com,257.702.9740,San Francisco,CA,72240,West,Silver,male,50,36-50,2031,Yoga Mat Non-Slip,SKU-2031-6532,ZenFit,SPORTS,Exercise,Fitness & Outdoors,1,$39.99,0.0,39.99,39.99,8.0,3.20,43.19,3045,Downtown Hub Flagship,Dallas,TX,South,Pop-Up,4100,Sharon Brown,Regional Manager,,No Promo,Catalog,BNPL,In-Store Pickup,shipped,N,17.14,22.85,web,2023-06-08 00:00:00,2023-06-10 00:00:00
TXN-10001819-4821,10001819,1,"Apr 30, 2024",2024,4,April,Q2,Tuesday,2024/05/04,2024/05/14,1446,Ms. Scott Morris,Scott,MORRIS,scott.morris630@hotmail.com,(434) 338-3547,  Sacramento ,CA,46537,West,Gold,MALE,60,51-65,2005,Mechanical Gaming Keyboard,SKU-2005-4228,GameGear,Electronics,PERIPHERALS,Technology,3,89.99,40.0,53.99,161.97,9.0,14.58,176.55,3031,Midtown Standard,Tucson,Arizona,West,Flagship,4054,Matthew Sanchez,Regional Manager,5025,No Promo,In-Store,debit card,Free Ship,Cancelled,1,161.61,,erp,2024-04-30 00:00:00,
TXN-10004277-11396,10004277,3,19/03/2024,2024,3,March,Q1,Tuesday,2024-03-24,"March 26, 2024",1024,Prof. Jose Reyes,Jose,Reyes,jose_reyes589@@@aol.com,6054811132,Atlanta,GA,47512,South,Silver,FEMALE,36,36-50,2068,Stuffed Animal Bear 18-inch,SKU-2068-4040,CuddlePal,Toys,Plush,Toys & Games,2,$19.99,22.0,15.59,31.18,5.0,1.56,32.74,3027,Downtown Hub Standard,Sacramento,CA,West,Pop-Up,4084,Donna Evans,Customer Advisor,5027,Weekend Deal,mobile,credit card,EXPRESS,PROCESSING,1,$20.26,$10.92,erp,2024-03-19 00:00:00,2024-03-23 00:00:00
TXN-10000028-63,10000028,4,31-08-2021,2021,8,August,Q3,Tuesday,2021/09/08,"Sep 13, 2021",1163,Justin Ortiz,Justin,Ortiz,justin.ortiz@hotmail.com,9606785389,Baltimore,MD,17848,Northeast,Silver,Prefer not to say,28,26-35,2053,Desk Organizer Bamboo,SKU-2053-5558,OfficePro,Office,ACCESSORIES,Books & Office,2,24.99,31.0,17.24,34.48,7.000000000000001,2.41,36.89,3004,City Center Express,Fresno,CA,West,Express,4045,Julie Peterson,Customer Advisor,5029,Winter Clearance,PHONE,paypal,Free Shipping,CANCELLED,FALSE,20.40,14.08,web,2021-08-31 00:00:00,
TXN-10004428-11824,10004428,1,05/11/2023,2023,11,November,Q4,Sunday,19-11-2023,11/27/2023,1316,Frank Rodriguez,frank,Rodriguez,frankrodriguez718@mail.com,551.387.2570,Louisville,Kentucky,34191,South,Bronze,male,30,26-35,2021,Stainless Steel Cookware Set 10pc,SKU-2021-9597,ChefSelect,Kitchen,Cookware,Home & Garden,1,249.99,21.0,197.49,197.49,7.000000000000001,13.82,211.31,3050,Uptown Express,Philadelphia,PA,Northeast,Flagship,4077,Larry Phillips,Sales Manager,5003,Flash Sale,Catalog,Cash,EXPRESS,Cancelled,N,135.30,$62.19,POS,2023-11-05 00:00:00,
TXN-10004436-11844,10004436,1,02-05-2023,2023,5,May,Q2,Tuesday,"May 11, 2023",2023-05-15,1248,Mrs. Joseph Lewis,Joseph,Lewis,joseph_lewis@outlook.com,(810) 494-1050,Houston,Texas,41276,South,Bronze,Other,52,51-65,2014,Women's Winter Jacket,SKU-2014-3549,WarmWear,Clothing,Outerwear,Apparel & Sports,2,$129.99,23.0,100.09,$200.18,5.0,10.01,210.19,3016,Uptown Pop-Up,Boston,MA,Northeast,Pop-Up,4095,Carolyn Rodriguez,Regional Manager,5006,No Promo,IN STORE,PAYPAL,Same Day Delivery,Delivered,1,95.16,,pos,2023-05-02 00:00:00,2023-05-07 00:00:00
TXN-10004172-11091,10004172,2,2024/09/10,2024,9,September,Q3,Tuesday,2024-09-12,09/22/2024,1221,Ms. Julie Williams,Julie,williams,julie_williams@mail.com,723.391.5087,SAN JOSE,CA,36006,West,Bronze,F,34,26-35,2019,Gym Gloves Workout,SKU-2019-9734,FlexFit,Clothing,Accessories,Apparel & Sports,2,$19.99,46.0,10.79,$21.58,9.0,1.94,23.52,3023,Midtown Outlet,Indianapolis,IN,Midwest,Outlet,4032,Dennis Bailey,Store Manager,5007,Black Friday,in-store,Credit Card,Standard Shipping,PROCESSING,1,14.80,,Web,2024-09-10 00:00:00,2024-09-10 00:00:00
TXN-10000257-683,10000257,3,2021-07-29,2021,7,July,Q3,Thursday,"August 10, 2021",2021-08-16,1167,Larry Patel,Larry,Patel,larrypatel@mail.com,689.952.3187,Albuquerque,New Mexico,36039,West,Platinum,Non-Binary,45,36-50,2067,Card Game Family Fun,SKU-2067-7698,GameNight,Toys,Card Games,Toys & Games,10,14.99,0.0,$14.99,149.90,10.0,14.99,164.89,3034,Parkway Outlet,San Francisco,California,West,Pop-Up,4078,Joyce Wood,Account Executive,,No Promo,Web,credit card,Free Shipping,CANCELLED,Y,80.70,69.20,erp,2021-07-29 00:00:00,
TXN-10006162-16521,10006162,2,03/30/2024,2024,3,March,Q1,Saturday,"April 09, 2024","Apr 10, 2024",1544,Aaron Bennett,Aaron,Bennett,aaron_bennett@aol.com,(328) 782-9932,DALLAS,TX,10565,South,Platinum,F,37,36-50,2065,Puzzle 1000 Pieces Landscape,SKU-2065-4893,MindBuilder,Toys,Puzzles,Toys & Games,3,19.99,48.0,10.39,31.17,9.0,2.81,33.98,3003,Parkway Pop-Up,Colorado Springs,Colorado,West,Express,4098,Tyler Young,Sales Consultant,5010,Weekend Deal,Phone,Apple Pay,STANDARD,cancelled,TRUE,30.39,0.78,Web,2024-03-30 00:00:00,
TXN-10004322-11531,10004322,2,"December 01, 2022",2022,12,December,Q4,Thursday,02/12/2022,07-12-2022,1362,Ms. Amanda Bennett,Amanda,Bennett,amandabennett@yahoo.com,351-310-8355,Tucson,Arizona,51936,West,Silver,F,33,26-35,2068,Stuffed Animal Bear 18-inch,SKU-2068-4040,CuddlePal,Toys,Plush,Toys & Games,2,19.99,41.0,11.79,23.58,6.0,$1.41,$24.99,3040,Westfield Mall Pop-Up,Tucson,Arizona,West,Outlet,4080,Frank Wright,Senior Sales Associate,5014,No Promo,IN STORE,paypal,standard shipping,Delivered,1,$20.26,3.32,erp,2022-12-01 00:00:00,2022-12-05 00:00:00
TXN-10006285-16866,10006285,3,22/06/2020,2020,6,June,Q2,Monday,01-07-2020,2020-07-09,1070,Diane Wright,Diane,Wright,diane_wright@icloud.com,787-890-2889,SAN DIEGO,California,11610,West,Silver,female,28,26-35,2051,Hardcover Notebook A5,SKU-2051-9972,PaperCraft,Office,Stationery,Books & Office,3,12.99,0.0,12.99,38.97,9.0,$3.51,$42.48,3016,Uptown Pop-Up,Boston,MA,Northeast,Pop-Up,4066,Sarah Stewart,Regional Manager,,  No Promo ,APP,Cash,Overnight,Shipped,Yes,17.16,,crm,2020-06-22 00:00:00,2020-06-27 00:00:00
TXN-10005575-14945,10005575,3,04/15/2020,2020,4,April,Q2,Wednesday,27-04-2020,2020-05-05,1034,Ryan Cruz,Ryan,Cruz,ryan_cruz@icloud.com,558-517-7421,Kansas City,Missouri,94343,Midwest,Silver,FEMALE,30,26-35,2015,Kids Soccer Cleats,SKU-2015-4219,KickStart,Footwear,Athletic,Apparel & Sports,1,44.99,48.0,23.39,$23.39,5.0,1.17,24.56,3013,Uptown Express,Columbus,OH,midwest,Outlet,4087,Mark Young,Regional Manager,5022,NO PROMO,catalog,bnpl,Express Shipping,delivered,TRUE,17.29,6.10,ERP,2020-04-15 00:00:00,2020-04-19 00:00:00
TXN-10003121-8316,10003121,2,07/16/2020,2020,7,July,Q3,Thursday,24/07/2020,,1046,Anthony Bailey,Anthony,Bailey,anthony_bailey572@outlook.com,+19894954396,Tucson,Arizona,45842,West,Gold,M,49,36-50,2056,Mechanical Pencil Set,SKU-2056-6371,DrawLine,Office,Stationery,Books & Office,1,14.99,9.0,13.64,$13.64,9.0,1.23,$14.87,3035,Grand Avenue Express,Milwaukee,Wisconsin,Midwest,Outlet,4057,Stephanie Nguyen,Sales Associate,5030,Winter Clearance,Web,CASH,Standard Shipping,Shipped,0,$6.44,7.20,web,2020-07-16 00:00:00,2020-07-20 00:00:00
TXN-10004217-11225,10004217,2,2024/12/17,2024,12,December,Q4,Tuesday,2024/12/30,"Jan 09, 2025",1109,Mr. Kevin Ruiz,Kevin,Ruiz,kevin_ruiz718@icloud.com,3847853148,New York,New York,40907,Northeast,Silver,FEMALE,26,26-35,2037,Jump Rope Speed,SKU-2037-3077,JumpPro,SPORTS,Exercise,Fitness & Outdoors,4,14.99,21.0,11.84,47.36,6.0,$2.84,50.20,3029,Eastside Plaza Flagship,Los Angeles,CA,WEST,Express,4086,Samuel Ward,Regional Manager,5003,Flash Sale,Catalog,Credit Card,Free Ship,SHIPPED,Y,$33.32,$14.04,POS,2024-12-17 00:00:00,2024-12-22 00:00:00
TXN-10006114-16389,10006114,1,22-09-2023,2023,9,September,Q3,Friday,09/24/2023,"October 01, 2023",1432,Mrs. Brenda Adams,brenda,Adams,brenda_adams@mail.com,+18366143610,Memphis,Tennessee,83142,South,Bronze,Non-Binary,43,36-50,2029,Knife Set 15-Piece,SKU-2029-3026,BladeEdge,Kitchen,Cutlery,Home & Garden,1,149.99,28.000000000000004,$107.99,107.99,8.0,$8.64,116.63,3043,Crossroads Express,Atlanta,Georgia,South,Express,4088,Kevin Carter,Sales Consultant,5001,No Promo,Catalog,bank transfer,Express,Returned,0,81.61,26.38,CRM,2023-09-22 00:00:00,2023-09-22 00:00:00
TXN-10003479-9212,10003479,1,2020/01/03,2020,1,January,Q1,Friday,"January 06, 2020","January 10, 2020",1009,Prof. Thomas Garcia,Thomas,Garcia,thomas.garcia@@@mail.com,540.621.5065,Portland,Oregon,71694,West,Platinum,MALE,55,51-65,2068,Stuffed Animal Bear 18-inch,SKU-2068-4040,CuddlePal,Toys,Plush,Toys & Games,3,19.99,9.0,18.19,$54.57,10.0,5.46,60.03,3028,City Center Flagship,Boston,MA,Northeast,Standard,4038,Kevin Ross,Sales Consultant,5030,Winter Clearance,Phone,gift card,Pickup,Shipped,Y,,24.18,POS,2020-01-03 00:00:00,2020-01-04 00:00:00
TXN-10006999-18756,10006999,1,2024-03-17,2024,3,March,Q1,Sunday,26-03-2024,04-04-2024,1002,Benjamin Richardson,Benjamin,Richardson,benjamin.richardson380@outlook.com,8998632169,COLORADO SPRINGS,CO,59735,West,Bronze,,35,26-35,2045,Hair Dryer Professional,SKU-2045-9252,StylePro,Beauty,Hair Care,Health & Beauty,1,69.99,30.0,$48.99,$48.99,7.000000000000001,3.43,52.42,3039,Lakefront Pop-Up,Baltimore,MD,  Northeast ,Outlet,4004,George Thompson,Sales Manager,5021,No Promo,Catalog,CASH,In-Store Pickup,shipped,Y,37.87,11.12,CRM,2024-03-17 00:00:00,2024-03-21 00:00:00
TXN-10001128-3004,10001128,1,07/05/2023,2023,5,May,Q2,Sunday,,"May 18, 2023",1588,Mrs. Donna Lopez,Donna,Lopez,donna_lopez302@outlook.com,281.238.9180,Dallas,Texas,26005,South,Silver,female,24,18-25,2033,Adjustable Dumbbells 50lb,SKU-2033-9605,IronFlex,Sports,weights,Fitness & Outdoors,1,299.99,0.0,299.99,$299.99,8.0,$24.00,323.99,3048,Highland Standard,Kansas City,MO,Midwest,Pop-Up,4013,Susan Cook,Account Executive,,No Promo,mobile,paypal,Overnight Shipping,cancelled,No,,121.90,Web,2023-05-07 00:00:00,2023-05-12 00:00:00
TXN-10007757-20768,10007757,3,23-08-2021,2021,8,August,Q3,Monday,,,9879,Deborah King,Dborah,  King ,deborah_king@ahoo.com,  +19806628015,  Las Vegas,Neada,51419,West,Silver,Other,33,26-35,2038,Water Bottle 32oz Insulated,SKU-2038-9318,HydroFlow,Sports,Hydration,Fitness & Outdoors,5,$34.99,39.0,21.34,$106.70,7.000000000000001,$7.47,$114.17,3012,South Park Pop-Up,Portland,OR,west,Flagship,4057,Stephanie Nguyen,Sales Associate,5017,Bundle Deal,mobile,BNPL,Same Day Delivery,delivered,No,71.30,35.40,Web,2021-08-23 00:00:00,2021-08-23 00:00:00
TXN-10004608-12307,10004608,2,2024/09/07,2024,9,September,Q3,Saturday,19/09/2024,"Sep 23, 2024",1547,James Hall,James,Hall,,451.212.6103,Atlanta,Georgia,12408,South,Silver,FEMALE,27,26-35,2031,Yoga Mat Non-Slip,SKU-2031-6532,ZenFit,SPORTS,Exercise,Fitness & Outdoors,1,39.99,46.0,$21.59,21.59,5.0,1.08,22.67,3005,Grand Avenue Flagship,Cleveland,Ohio,Midwest,Flagship,4087,Mark Young,Regional Manager,5007,Black Friday,Mobile App,bnpl,Standard Shipping,returned,FALSE,$17.14,4.45,ERP,2024-09-07 00:00:00,2024-09-08 00:00:00
TXN-10000861-2343,10000861,2,2023/08/01,2023,8,August,Q3,Tuesday,03-08-2023,08/06/2023,1087,Prof. William Garcia,William,Garcia,william.garcia@outlook.com,(373) 326-7006,Denver,CO,87846,West,Bronze,FEMALE,34,26-35,2033,Adjustable Dumbbells 50lb,SKU-2033-9605,IronFlex,Sports,weights,Fitness & Outdoors,4,299.99,18.0,245.99,983.96,9.0,$88.56,"$1,072.52",3037,Grand Avenue Express,Memphis,Tennessee,south,Standard,4014,Aaron Lee,Sales Associate,5024,No Promo,Phone,Cash,Overnight Shipping,CANCELLED,1,712.36,271.60,Manual,2023-08-01 00:00:00,
TXN-10000426-1148,10000426,3,"Jul 08, 2023",2023,7,July,Q3,Saturday,,"Jul 27, 2023",1567,Donald Moore,Donald,  Moore ,donald_moore324@protonmail.com,4876778317,San Jose,CA,68349,West,Bronze,,39,36-50,2038,Water Bottle 32oz Insulated,SKU-2038-9318,HydroFlow,Sports,Hydration,Fitness & Outdoors,1,$34.99,40.0,20.99,$20.99,5.0,1.05,$22.04,3024,Lakefront Outlet,San Antonio,TX,South,Pop-Up,4042,Thomas Walker,Sales Manager,5013,  Holiday Special ,Phone,CASH,Express Shipping,DELIVERED,1,14.26,6.73,CRM,2023-07-08 00:00:00,2023-07-09 00:00:00
